Tile,Address,Average dBm,Variance in dBm,Address Count,Number of Positions,33,Number of Addresses,338
0,ArubaNet_11:eb,-49.44137931034483,3.20288545382,870
0,ArubaNet_11:fd,-83.82108626198082,0.674060161888,626
0,ArubaNet_11:fa,-100,0.0,0
0,24:de:c2:91:eb,-100,0.0,0
0,ArubaNet_11:ab,-100,0.0,0
0,00:d6:46:11:63,-100,0.0,0
0,ArubaNet_11:ef,-100,0.0,0
0,ArubaNet_11:ec,-100,0.0,0
0,Tp-LinkT_4b:47,-100,0.0,0
0,HonHaiPr_ed:f1,-100,0.0,0
0,BelkinIn_82:d0,-100,0.0,0
0,1e:dc:c6:11:f9,-100,0.0,0
0,ArubaNet_11:39,-100,0.0,0
0,ArubaNet_11:f9,-100,0.0,0
0,3e:de:c6:11:f9,-100,0.0,0
0,ArubaNet_91:00,-100,0.0,0
0,24:de:cb:11:f9,-100,0.0,0
0,89:2a:10:6d:f6,-100,0.0,0
0,24:de:06:ad:2a,-100,0.0,0
0,7d:fd:2d:96:c0,-100,0.0,0
0,a7:27:e7:0e:ee,-100,0.0,0
0,ae:a9:07:b2:e8,-100,0.0,0
0,c2:96:ae:fc:4b,-100,0.0,0
0,d1:65:aa:e0:42,-100,0.0,0
0,9b:35:d7:25:4b,-100,0.0,0
0,ArubaNet_11:1f,-100,0.0,0
0,24:1e:8a:5d:f9,-100,0.0,0
0,1a:cb:79:aa:9b,-100,0.0,0
0,24:c2:c6:11:f9,-100,0.0,0
0,1f:ef:dd:48:a5,-100,0.0,0
0,4c:fa:2e:66:60,-100,0.0,0
0,a4:a0:6c:73:b7,-100,0.0,0
0,44:38:c9:84:fc,-100,0.0,0
0,24:9e:83:53:3c,-100,0.0,0
0,b2:6e:c7:2a:ac,-100,0.0,0
0,24:de:5e:32:f9,-100,0.0,0
0,ArubaNet_11:ea,-100,0.0,0
0,ee:b8:0b:17:fa,-100,0.0,0
0,bd:dd:c6:11:f9,-100,0.0,0
0,64:49:6b:80:c0,-100,0.0,0
0,24:6a:78:da:e3,-100,0.0,0
0,ArubaNet_11:b9,-100,0.0,0
0,ArubaNet_f1:51,-100,0.0,0
0,e4:62:6d:09:d5,-100,0.0,0
0,24:be:28:13:f9,-100,0.0,0
0,5a:d7:6b:80:c0,-100,0.0,0
0,7e:2f:7d:af:72,-100,0.0,0
0,ArubaNet_91:26,-100,0.0,0
0,64:db:c6:11:f9,-100,0.0,0
0,bc:01:a3:9c:35,-100,0.0,0
0,ArubaNet_11:ad,-100,0.0,0
0,62:ee:3b:4c:1a,-100,0.0,0
0,d3:7e:67:b1:f5,-100,0.0,0
0,52:09:3a:0b:f9,-100,0.0,0
0,b5:7b:d4:11:f9,-100,0.0,0
0,09:20:c8:3d:d1,-100,0.0,0
0,84:ec:61:73:17,-100,0.0,0
0,24:de:46:28:c8,-100,0.0,0
0,33:56:11:1f:36,-100,0.0,0
0,a9:72:d7:45:1f,-100,0.0,0
0,96:08:0e:73:83,-100,0.0,0
0,ArubaNet_09:f9,-100,0.0,0
0,bc:01:f3:3b:e2,-100,0.0,0
0,ArubaNet_21:1e,-100,0.0,0
0,14:39:b1:9c:35,-100,0.0,0
0,bd:de:c6:11:f9,-100,0.0,0
0,24:e6:c6:11:f9,-100,0.0,0
0,38:d7:c6:11:f9,-100,0.0,0
0,31:71:c6:11:f9,-100,0.0,0
0,96:a0:c6:11:f9,-100,0.0,0
0,90:7f:f3:a3:27,-100,0.0,0
