"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1905, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"2","0.000069","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1905, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"3","0.000275","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1905, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"4","0.090634","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=2051, FN=0, Flags=........C, BI=100, SSID=eduroam","-80 dBm"
"5","0.090739","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=2051, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-80 dBm"
"6","0.090845","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=2051, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-80 dBm"
"7","0.101796","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1906, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"8","0.101887","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1906, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"9","0.102049","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1906, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"10","0.204182","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1907, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"11","0.204276","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1907, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"12","0.204572","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1907, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"33","0.306582","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1908, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"34","0.306651","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1908, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"35","0.306847","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1908, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"41","0.408908","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1909, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"42","0.408976","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1909, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"43","0.409174","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1909, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"44","0.511200","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1910, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"45","0.511301","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1910, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"46","0.511459","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1910, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"53","0.613737","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1911, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"54","0.613829","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1911, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"55","0.613991","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1911, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"57","0.716157","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1912, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"58","0.716256","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1912, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"59","0.716419","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1912, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"63","0.818369","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1913, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"64","0.818468","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1913, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"65","0.818628","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1913, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"66","0.824649","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2052, FN=0, Flags=........C, BI=100, SSID=eduroam","-80 dBm"
"67","0.824767","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2052, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"68","0.824873","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=2052, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-79 dBm"
"69","0.920756","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1914, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"70","0.920860","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1914, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"71","0.921025","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1914, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"73","1.023107","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1915, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"74","1.023172","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1915, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"75","1.023317","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1915, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"82","1.125453","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1916, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"83","1.125600","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1916, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"84","1.125803","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1916, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"85","1.227940","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1917, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"86","1.228044","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1917, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"87","1.228203","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1917, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"92","1.330487","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1918, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"93","1.330587","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1918, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"94","1.330749","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1918, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"100","1.432718","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1919, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"101","1.432822","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1919, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"102","1.432981","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1919, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"103","1.526068","ArubaNet_11:fa:d1","Broadcast","802.11","237","Beacon frame, SN=2065, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-76 dBm"
"104","1.535191","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1920, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"105","1.535252","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1920, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"106","1.535397","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1920, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"108","1.637479","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1921, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"109","1.637578","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1921, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"110","1.637737","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1921, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"111","1.739837","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1922, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"112","1.739941","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1922, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"113","1.740104","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1922, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"114","1.842244","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1923, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"115","1.842360","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1923, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"116","1.842709","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1923, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"117","1.944802","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1924, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"118","1.944901","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1924, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"119","1.945098","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1924, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"126","2.046949","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1925, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"127","2.047084","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1925, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"128","2.047339","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1925, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"129","2.149471","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1926, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"130","2.149538","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1926, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"131","2.149734","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1926, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"132","2.251811","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1927, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"133","2.251878","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1927, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"134","2.252073","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1927, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"143","2.354341","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1928, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"144","2.354433","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1928, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"145","2.354595","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1928, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"146","2.456731","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1929, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"147","2.456823","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1929, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"148","2.456984","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1929, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"150","2.558940","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1930, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"151","2.559041","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1930, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"152","2.559188","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1930, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"153","2.661507","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1931, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"154","2.661599","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1931, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"155","2.661760","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1931, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"156","2.763912","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1932, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"157","2.764012","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1932, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"158","2.764174","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1932, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"160","2.866285","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1933, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"161","2.866377","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1933, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"162","2.866539","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1933, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"163","2.968635","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1934, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"164","2.968765","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1934, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"165","2.968928","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1934, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"181","3.070969","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1935, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"182","3.071066","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1935, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"183","3.071370","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1935, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"184","3.173452","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=eduroam","-66 dBm"
"185","3.173543","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"186","3.173760","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"187","3.275850","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1937, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"188","3.275951","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1937, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"189","3.276167","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1937, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"190","3.378273","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1938, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"191","3.378378","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1938, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"192","3.378714","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1938, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"199","3.480563","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=1939, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"200","3.480631","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=1939, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"201","3.480847","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=1939, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
