"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"49","0.030360","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=445, FN=0, Flags=........C, BI=100, SSID=eduroam","-58 dBm"
"50","0.030467","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=445, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-58 dBm"
"51","0.030774","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=445, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-58 dBm"
"83","0.061865","a3:c7:83:71:69:8e","98:f4:3e:28:4a:6f","802.11","331","Beacon frame, SN=1598, FN=4, Flags=.p...M...","-78 dBm"
"113","0.095906","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=425, FN=0, Flags=........C, BI=100, SSID=eduroam","-77 dBm"
"114","0.096043","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=425, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-77 dBm"
"115","0.096323","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=425, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-78 dBm"
"130","0.115886","9b:65:5e:11:c9:9c","8f:ae:71:fe:ce:7a","802.11","1113","Fragmented IEEE 802.11 frame","-78 dBm"
"156","0.132673","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=446, FN=0, Flags=........C, BI=100, SSID=eduroam","-58 dBm"
"157","0.132789","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=446, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-58 dBm"
"158","0.133078","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=446, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-58 dBm"
"256","0.198092","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=426, FN=0, Flags=........C, BI=100, SSID=eduroam","-77 dBm"
"257","0.198163","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=426, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-77 dBm"
"258","0.198354","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=426, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-77 dBm"
"297","0.235114","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=447, FN=0, Flags=........C, BI=100, SSID=eduroam","-58 dBm"
"298","0.235224","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=447, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-58 dBm"
"299","0.235437","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=447, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-58 dBm"
"361","0.300608","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=427, FN=0, Flags=........C, BI=100, SSID=eduroam","-78 dBm"
"362","0.300725","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=427, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-78 dBm"
"363","0.300840","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=427, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-78 dBm"
