"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"6","0.007670","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3622, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-86 dBm"
"7","0.007769","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3876, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"8","0.007873","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3849, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"11","0.057336","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=3714, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"12","0.057434","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=3850, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"13","0.057536","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=3824, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"18","0.110261","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3623, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"19","0.110328","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3877, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"20","0.110432","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3850, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"21","0.159908","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=3715, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"22","0.159976","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=3851, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"23","0.160079","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=3825, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"26","0.212697","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3624, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-88 dBm"
"27","0.212798","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3878, FN=0, Flags=........C, BI=100, SSID=eduroam","-88 dBm"
"28","0.212901","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3851, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"31","0.262350","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=3716, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"32","0.262466","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=3852, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"33","0.262569","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=3826, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"46","0.315092","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3625, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-88 dBm"
"47","0.315197","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3879, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"48","0.315301","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3852, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"54","0.364762","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=3717, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-72 dBm"
"55","0.364867","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=3853, FN=0, Flags=........C, BI=100, SSID=eduroam","-72 dBm"
"56","0.364973","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=3827, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-72 dBm"
"59","0.417433","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3626, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"60","0.417502","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3880, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"61","0.417605","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3853, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
