"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3857, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-54 dBm"
"6","0.050902","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3525, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-79 dBm"
"7","0.050964","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3709, FN=0, Flags=........C, BI=100, SSID=eduroam","-78 dBm"
"8","0.051059","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3681, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"25","0.102304","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3839, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-54 dBm"
"26","0.102407","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3884, FN=0, Flags=........C, BI=100, SSID=eduroam","-54 dBm"
"27","0.102511","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3858, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-55 dBm"
"38","0.153267","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3526, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-78 dBm"
"39","0.153369","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3710, FN=0, Flags=........C, BI=100, SSID=eduroam","-79 dBm"
"40","0.153597","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3682, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-78 dBm"
"41","0.204527","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3840, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-55 dBm"
"42","0.204631","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3885, FN=0, Flags=........C, BI=100, SSID=eduroam","-55 dBm"
"43","0.204817","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3859, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-55 dBm"
"44","0.255876","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3527, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-79 dBm"
"45","0.255976","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3711, FN=0, Flags=........C, BI=100, SSID=eduroam","-78 dBm"
"46","0.256079","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3683, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-78 dBm"
"48","0.307089","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3841, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-54 dBm"
"49","0.307189","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3886, FN=0, Flags=........C, BI=100, SSID=eduroam","-54 dBm"
"50","0.307293","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3860, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-54 dBm"
"53","0.358278","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3528, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-79 dBm"
"54","0.358377","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3712, FN=0, Flags=........C, BI=100, SSID=eduroam","-79 dBm"
"55","0.358480","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3684, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"62","0.409488","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3842, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-53 dBm"
"63","0.409588","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3887, FN=0, Flags=........C, BI=100, SSID=eduroam","-53 dBm"
"64","0.409692","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3861, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-54 dBm"
"65","0.460726","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3529, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-78 dBm"
"66","0.460828","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3713, FN=0, Flags=........C, BI=100, SSID=eduroam","-79 dBm"
"67","0.460932","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3685, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"68","0.511886","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3843, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-54 dBm"
"69","0.511993","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3888, FN=0, Flags=........C, BI=100, SSID=eduroam","-54 dBm"
"70","0.512107","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3862, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-54 dBm"
"73","0.562891","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3530, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-79 dBm"
"74","0.562989","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3714, FN=0, Flags=........C, BI=100, SSID=eduroam","-79 dBm"
"75","0.563085","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3686, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"76","0.614287","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3844, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-55 dBm"
"77","0.614387","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3889, FN=0, Flags=........C, BI=100, SSID=eduroam","-55 dBm"
"78","0.614490","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3863, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"79","0.665466","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3531, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-77 dBm"
