"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=161, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-82 dBm"
"2","0.000098","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=415, FN=0, Flags=........C, BI=100, SSID=eduroam","-83 dBm"
"3","0.000372","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=388, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"4","0.049524","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=253, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"5","0.049593","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=389, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"6","0.049695","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=363, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"12","0.102592","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=162, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"13","0.102716","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=416, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"14","0.102820","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=389, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"20","0.151881","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=254, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"21","0.151955","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=390, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"22","0.152060","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=364, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"33","0.205012","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=163, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"34","0.205109","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=417, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"35","0.205212","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=390, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"47","0.254308","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=255, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"48","0.254376","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=391, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"49","0.254478","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=365, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
