"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=400, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-72 dBm"
"2","0.000099","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=536, FN=0, Flags=........C, BI=100, SSID=eduroam","-72 dBm"
"3","0.000203","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=510, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-72 dBm"
"15","0.051043","31:71:c6:11:f9:72","28:f0:ff:ff:ff:ff","802.11","239","Beacon frame, SN=309, FN=0, Flags=o.m......, BI=2176, SSID=Broadcast","-85 dBm"
"16","0.051104","ArubaNet_11:f9:70","Broadcast","802.11","232","Fragmented IEEE 802.11 frame","-86 dBm"
"30","0.102559","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=401, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"31","0.102627","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=537, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"32","0.102731","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=511, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"33","0.153668","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=310, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"34","0.153768","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=564, FN=0, Flags=........C, BI=100, SSID=eduroam","-88 dBm"
"35","0.153872","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=537, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-88 dBm"
"110","0.205096","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=402, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"111","0.205193","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=538, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
