"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3976, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"2","0.000099","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=4021, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"3","0.000214","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3995, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"4","0.050980","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3663, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"5","0.051077","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3847, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"6","0.051226","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3819, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"13","0.102625","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3977, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"14","0.102724","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=4022, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"15","0.102829","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3996, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"16","0.153604","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3664, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"17","0.153703","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3848, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"18","0.153808","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3820, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"27","0.204940","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3978, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"28","0.205108","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=4023, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"29","0.205220","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3997, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"30","0.255827","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3665, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"31","0.255933","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3849, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"32","0.256037","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3821, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"33","0.307402","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3979, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"34","0.307499","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=4024, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"35","0.307601","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3998, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"36","0.358361","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3666, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-68 dBm"
"37","0.358531","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3850, FN=0, Flags=........C, BI=100, SSID=eduroam","-68 dBm"
"38","0.358635","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3822, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-68 dBm"
"40","0.409828","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3980, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"41","0.409928","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=4025, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"42","0.410031","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3999, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"43","0.460825","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3667, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-69 dBm"
"44","0.460936","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3851, FN=0, Flags=........C, BI=100, SSID=eduroam","-69 dBm"
"45","0.461048","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3823, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-69 dBm"
"46","0.512059","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3981, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
