"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"39","0.035302","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=278, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"40","0.035449","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=278, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"41","0.035844","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=278, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"81","0.089719","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2846, FN=0, Flags=........., BI=23965, SSID=\\357\\277\\275\\004\\001\\000\\000\\017\\357\\277\\275\\004\\001\\000\\000[Malformed Packet]","-87 dBm"
"119","0.137808","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"120","0.137875","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"121","0.138166","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"166","0.240142","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=280, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"167","0.240251","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=280, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-55 dBm"
"168","0.240418","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=280, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-55 dBm"
"252","0.342562","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"253","0.342630","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"254","0.342853","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"294","0.397160","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=297, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-90 dBm"
"313","0.444850","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=282, FN=0, Flags=........C, BI=100, SSID=eduroam","-55 dBm"
"314","0.444914","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=282, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"315","0.445115","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=282, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-55 dBm"
"332","0.499731","8a:4f:ff:f7:f8:f2","17:9d:81:08:d1:71","802.11","239","Beacon frame, SN=1131, FN=2, Flags=........., BI=43023[Malformed Packet]","-87 dBm"
"362","0.547205","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=283, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"363","0.547265","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=283, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"364","0.547409","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=283, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"402","0.619978","ArubaNet_11:fd:10","Broadcast","802.11","232","Beacon frame, SN=289, FN=0, Flags=........., BI=100, SSID=eduroam","-91 dBm"
"403","0.620076","ArubaNet_11:fd:11","Broadcast","802.11","237","Beacon frame, SN=289, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-90 dBm"
"404","0.620226","ArubaNet_11:fd:12","Broadcast","802.11","239","Beacon frame, SN=289, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"409","0.649778","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=284, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"410","0.649897","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=284, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"411","0.650228","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=284, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"429","0.704513","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=300, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-91 dBm"
"455","0.752219","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=285, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
