"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3838, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-55 dBm"
"2","0.000097","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3883, FN=0, Flags=........C, BI=100, SSID=eduroam","-55 dBm"
"3","0.000205","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3857, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-55 dBm"
"11","0.051430","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3525, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"12","0.051659","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3709, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"13","0.051906","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3681, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"19","0.102511","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3839, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-49 dBm"
"20","0.102637","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3884, FN=0, Flags=........C, BI=100, SSID=eduroam","-50 dBm"
"21","0.102742","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3858, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-50 dBm"
"22","0.153975","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3526, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"23","0.154074","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3710, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"24","0.154177","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3682, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"25","0.204890","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3840, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-51 dBm"
"26","0.204959","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3885, FN=0, Flags=........C, BI=100, SSID=eduroam","-51 dBm"
"27","0.205063","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3859, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-52 dBm"
"28","0.256366","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3527, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-85 dBm"
"29","0.256471","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3711, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"30","0.256575","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3683, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"40","0.307373","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3841, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-50 dBm"
"41","0.307472","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3886, FN=0, Flags=........C, BI=100, SSID=eduroam","-50 dBm"
"42","0.307578","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3860, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-50 dBm"
"44","0.358765","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3528, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-85 dBm"
"45","0.358867","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3712, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"46","0.358971","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3684, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"48","0.409765","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3842, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-48 dBm"
"49","0.409866","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3887, FN=0, Flags=........C, BI=100, SSID=eduroam","-48 dBm"
"50","0.409969","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3861, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-48 dBm"
"53","0.460947","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3529, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-85 dBm"
"54","0.461012","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3713, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"55","0.461357","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3685, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"56","0.512023","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3843, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-52 dBm"
"57","0.512123","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3888, FN=0, Flags=........C, BI=100, SSID=eduroam","-52 dBm"
"58","0.512237","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3862, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-52 dBm"
"63","0.563527","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=3530, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"64","0.563699","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=3714, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"65","0.563833","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=3686, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"66","0.614464","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3844, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-50 dBm"
