"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"12","0.024251","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1980, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"13","0.024360","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2116, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"14","0.024465","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2090, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"22","0.078076","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1889, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-82 dBm"
"23","0.078173","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2143, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"24","0.078274","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2116, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-82 dBm"
"32","0.126707","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1981, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"33","0.126775","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2117, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"34","0.126879","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2091, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"59","0.180626","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1890, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-83 dBm"
"60","0.180694","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2144, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"61","0.180798","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2117, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-83 dBm"
"68","0.229178","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1982, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"69","0.229278","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2118, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"70","0.229381","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2092, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"77","0.283109","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1891, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-82 dBm"
"78","0.283208","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2145, FN=0, Flags=........C, BI=100, SSID=eduroam","-83 dBm"
"79","0.283312","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2118, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-83 dBm"
"92","0.331406","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1983, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"93","0.331505","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2119, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"94","0.331606","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2093, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"127","0.385544","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1892, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-81 dBm"
"128","0.385649","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2146, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"129","0.385753","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2119, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-82 dBm"
"138","0.433975","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1984, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-75 dBm"
"139","0.434076","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2120, FN=0, Flags=........C, BI=100, SSID=eduroam","-75 dBm"
"140","0.434180","ArubaNet_11:ef:71","Broadcast","802.11","238","Beacon frame, SN=2094, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-75 dBm"
"166","0.487705","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1893, FN=0, Flags=........., BI=100, SSID=tamulink-guest","-85 dBm"
"167","0.487763","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2147, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"168","0.487868","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2120, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"173","0.536196","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1985, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-72 dBm"
"174","0.536260","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2121, FN=0, Flags=........C, BI=100, SSID=eduroam","-73 dBm"
"175","0.536358","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2095, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-72 dBm"
"193","0.590185","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1894, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"194","0.590282","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2148, FN=0, Flags=........C, BI=100, SSID=eduroam","-83 dBm"
"195","0.590390","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2121, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-83 dBm"
"201","0.638772","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1986, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-75 dBm"
"202","0.638874","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2122, FN=0, Flags=........C, BI=100, SSID=eduroam","-75 dBm"
"203","0.638978","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2096, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-75 dBm"
"216","0.692598","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=1895, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"217","0.692667","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=2149, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"218","0.692942","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=2122, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-83 dBm"
"240","0.741115","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=1987, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
