"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=966, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"2","0.000097","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1011, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"3","0.000195","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=985, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"4","0.051087","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=653, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-75 dBm"
"5","0.051196","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=837, FN=0, Flags=........C, BI=100, SSID=eduroam","-75 dBm"
"6","0.051302","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=809, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-75 dBm"
"7","0.102583","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=967, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"8","0.102683","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1012, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"9","0.102787","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=986, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"10","0.153723","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=654, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-74 dBm"
"11","0.153822","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=838, FN=0, Flags=........C, BI=100, SSID=eduroam","-74 dBm"
"12","0.153927","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=810, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-74 dBm"
"30","0.205055","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=968, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"31","0.205123","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1013, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"32","0.205227","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=987, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-56 dBm"
"39","0.256053","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=655, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-73 dBm"
"40","0.256158","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=839, FN=0, Flags=........C, BI=100, SSID=eduroam","-73 dBm"
"41","0.256267","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=811, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-73 dBm"
"42","0.307379","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=969, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"43","0.307481","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1014, FN=0, Flags=........C, BI=100, SSID=eduroam","-56 dBm"
"44","0.307585","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=988, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-57 dBm"
"45","0.358598","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=656, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-75 dBm"
"46","0.358698","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=840, FN=0, Flags=........C, BI=100, SSID=eduroam","-75 dBm"
"47","0.358757","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=812, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-75 dBm"
"48","0.409625","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=970, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-56 dBm"
"49","0.409692","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1015, FN=0, Flags=........C, BI=100, SSID=eduroam","-57 dBm"
"50","0.409796","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=989, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-57 dBm"
