"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1446, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-73 dBm"
"2","0.000097","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1630, FN=0, Flags=........C, BI=100, SSID=eduroam","-73 dBm"
"3","0.000192","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1602, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-73 dBm"
"25","0.051711","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1760, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"26","0.051815","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1805, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"27","0.051919","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1779, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"28","0.102597","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1447, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-73 dBm"
"29","0.102697","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1631, FN=0, Flags=........C, BI=100, SSID=eduroam","-73 dBm"
"30","0.102801","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1603, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-73 dBm"
"31","0.153944","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1761, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"32","0.154044","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1806, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"33","0.154141","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1780, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"34","0.204839","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1448, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-73 dBm"
"35","0.204936","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1632, FN=0, Flags=........C, BI=100, SSID=eduroam","-73 dBm"
"36","0.205034","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1604, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-73 dBm"
"38","0.256301","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1762, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"39","0.256399","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1807, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"40","0.256493","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1781, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"41","0.307234","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1449, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-72 dBm"
"42","0.307334","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1633, FN=0, Flags=........C, BI=100, SSID=eduroam","-72 dBm"
"43","0.307430","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1605, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-72 dBm"
"44","0.358693","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1763, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"45","0.358792","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1808, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"46","0.359115","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1782, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"47","0.409646","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1450, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-72 dBm"
"48","0.409745","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1634, FN=0, Flags=........C, BI=100, SSID=eduroam","-72 dBm"
"49","0.409843","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1606, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-72 dBm"
"50","0.461177","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1764, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"51","0.461281","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1809, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"52","0.461385","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1783, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"56","0.512036","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1451, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"57","0.512098","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1635, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"58","0.512195","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1607, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"59","0.563726","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1765, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"60","0.563827","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1810, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"61","0.563931","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1784, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"62","0.614537","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1452, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"63","0.614605","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1636, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"64","0.614709","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1608, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"65","0.666126","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1766, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"66","0.666226","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1811, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"67","0.666330","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1785, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"69","0.716975","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1453, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"70","0.717092","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1637, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"71","0.717197","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1609, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"78","0.768525","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1767, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"79","0.768625","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1812, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"80","0.768729","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1786, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"86","0.819416","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1454, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-72 dBm"
"87","0.819516","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1638, FN=0, Flags=........C, BI=100, SSID=eduroam","-72 dBm"
"88","0.819620","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1610, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-72 dBm"
