"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1702, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-52 dBm"
"2","0.000102","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1747, FN=0, Flags=........C, BI=100, SSID=eduroam","-51 dBm"
"3","0.000161","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1721, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-51 dBm"
"5","0.051047","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1389, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-81 dBm"
"6","0.051114","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1573, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"7","0.051391","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1545, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-82 dBm"
"8","0.102252","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1703, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-51 dBm"
"9","0.102337","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1748, FN=0, Flags=........C, BI=100, SSID=eduroam","-52 dBm"
"10","0.102442","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1722, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-51 dBm"
"11","0.153562","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1390, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-82 dBm"
"12","0.153662","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1574, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"13","0.153766","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1546, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-82 dBm"
"29","0.204658","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1704, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-51 dBm"
"30","0.204758","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1749, FN=0, Flags=........C, BI=100, SSID=eduroam","-51 dBm"
"31","0.204862","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1723, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-52 dBm"
"32","0.255957","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1391, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-82 dBm"
"33","0.256058","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=1575, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"34","0.256161","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=1547, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-82 dBm"
"35","0.307171","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1705, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-52 dBm"
"36","0.307283","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1750, FN=0, Flags=........C, BI=100, SSID=eduroam","-52 dBm"
"37","0.307346","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1724, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-52 dBm"
"38","0.358352","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=1392, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-80 dBm"
