"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"1","0.000000","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=771, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"2","0.000097","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=955, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"3","0.000205","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=927, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"5","0.051166","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1085, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-45 dBm"
"6","0.051268","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1130, FN=0, Flags=........C, BI=100, SSID=eduroam","-45 dBm"
"7","0.051368","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1104, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-45 dBm"
"8","0.102626","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=772, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-83 dBm"
"9","0.102715","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=956, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"10","0.102820","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=928, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-83 dBm"
"14","0.153741","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1086, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-46 dBm"
"15","0.153841","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1131, FN=0, Flags=........C, BI=100, SSID=eduroam","-46 dBm"
"16","0.153946","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1105, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-46 dBm"
"17","0.205028","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=773, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"18","0.205128","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=957, FN=0, Flags=........C, BI=100, SSID=eduroam","-84 dBm"
"19","0.205232","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=929, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"20","0.256091","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1087, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-47 dBm"
"21","0.256192","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1132, FN=0, Flags=........C, BI=100, SSID=eduroam","-47 dBm"
"22","0.256296","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1106, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-47 dBm"
"23","0.307285","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=774, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-83 dBm"
"24","0.307352","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=958, FN=0, Flags=........C, BI=100, SSID=eduroam","-83 dBm"
"25","0.307454","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=930, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-83 dBm"
"27","0.358473","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1088, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-47 dBm"
"28","0.358568","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1133, FN=0, Flags=........C, BI=100, SSID=eduroam","-47 dBm"
"29","0.358672","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1107, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-47 dBm"
"30","0.409823","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=775, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-83 dBm"
"31","0.409922","ArubaNet_11:fd:b0","Broadcast","802.11","232","Beacon frame, SN=959, FN=0, Flags=........C, BI=100, SSID=eduroam","-82 dBm"
"32","0.410026","ArubaNet_11:fd:b1","Broadcast","802.11","237","Beacon frame, SN=931, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-82 dBm"
"33","0.460755","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=1089, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-48 dBm"
"34","0.460824","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=1134, FN=0, Flags=........C, BI=100, SSID=eduroam","-48 dBm"
"35","0.461115","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=1108, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-48 dBm"
"36","0.512061","ArubaNet_11:fd:b2","Broadcast","802.11","239","Beacon frame, SN=776, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-83 dBm"
