Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,
39,1.2395311,[24DEC6 11F140],[*BROADCAST],192 (0xC0),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 192 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
40,1.2397954,[24DEC6 11F141],[*BROADCAST],192 (0xC0),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 192 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
41,1.2912675,[24DEC6 11ECE1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
42,1.2914432,[24DEC6 11ECE2],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
43,1.3056379,[E8CC32 01B44A],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = FCAP714045331_1209, Channel = 11",
44,1.3184060,[24DEC6 11F960],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
45,1.3271370,[24DEC6 11FB02],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
46,1.3336780,[WESTERN DIGITAL 130BA6],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = UXRD, Channel = 11",
47,1.3824875,[24DEC6 11EBA2],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
48,1.3826590,[24DEC6 11EBA0],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
49,1.3828946,[24DEC6 11EBA1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
50,1.3874081,[80000B C94267],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 191 dBm, Rate = Unknown, SSID = BroadCast SSID",
51,1.3883968,[80000B C94267],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa",
52,1.3893441,[80000B C94267],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 191 dBm, Rate = Unknown, SSID = BroadCast SSID",
53,1.3934273,[24DEC6 11ECE0],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
54,1.3936647,[24DEC6 11ECE1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
55,1.3938498,[24DEC6 11ECE2],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
56,1.4079903,[E8CC32 01B44A],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = FCAP714045331_1209, Channel = 11",
57,1.4207810,[24DEC6 11F960],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
58,1.4260942,[24DEC6 11FB02],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
59,1.4262374,[24DEC6 11FB00],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
60,1.4264940,[24DEC6 11FB01],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
61,1.4339908,[WESTERN DIGITAL 130BA6],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = UXRD, Channel = 11",
62,1.4645566,[24DEC6 11FDA2],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 1",
63,1.4645566,[24DEC6 11FDA0],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 1",
64,1.4649043,[24DEC6 11FDA1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 1",
65,1.5625566,[24DEC6 11FCE0],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
66,1.5627615,[24DEC6 11FCE1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
67,1.5917321,[BC8556 EDF1F1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = HP-Print-f1-LaserJet 100, Channel = 6",
68,1.5957593,[9E305B 7C0BC5],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = DIRECT-c5-HP M426 LaserJet, Channel = 6",
69,1.6029409,[F430B9 07F464],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = DIRECT-63-HP ENVY 7640 series, Channel = 6",
70,1.6313902,[24DEC6 11EF62],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 6",
71,1.6315446,[24DEC6 11EF60],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
72,1.6317969,[24DEC6 11EF61],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
73,1.6496404,[24DEC6 11F142],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 6",
74,1.6497961,[24DEC6 11F140],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
75,1.6500317,[24DEC6 11F141],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
76,1.7006164,[24DEC6 11ECE0],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
77,1.7008375,[24DEC6 11ECE1],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
78,1.7010253,[24DEC6 11ECE2],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
79,1.7156147,[E8CC32 01B44A],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = FCAP714045331_1209, Channel = 11",
80,1.7277990,[24DEC6 11F962],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
81,1.7282245,[24DEC6 11F961],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
82,1.7332875,[24DEC6 11FB02],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
83,1.7334184,[24DEC6 11FB00],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
84,1.7337272,[24DEC6 11FB01],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
85,1.7411910,[WESTERN DIGITAL 130BA6],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = UXRD, Channel = 11",
86,2.3477080,[24DEC6 11FB02],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
87,2.3478115,[24DEC6 11FB00],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
88,2.3480763,[24DEC6 11FB01],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
89,2.3555393,[WESTERN DIGITAL 130BA6],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = UXRD, Channel = 11",
90,2.4064383,[24DEC6 11EBA2],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
91,2.4065884,[24DEC6 11EBA0],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
92,2.4068253,[24DEC6 11EBA1],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
93,2.4173546,[24DEC6 11ECE0],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
94,2.4175778,[24DEC6 11ECE1],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
95,2.4177677,[24DEC6 11ECE2],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
96,2.4321117,[E8CC32 01B44A],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = FCAP714045331_1209, Channel = 11",
97,2.4415680,173.194.67.108,10.231.231.191,190 (0xBE),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:4, SSLVersionSelector:3, TCP:2, IPv4:1}"
98,2.4422056,173.194.67.108,10.231.231.191,190 (0xBE),TLS,TLS:TLS Rec Layer-1 SSL Application Data; TLS Rec Layer-2 SSL Application Data,"{TLS:4, SSLVersionSelector:3, TCP:2, IPv4:1}"
99,2.4423455,10.231.231.191,173.194.67.108,,TCP,"TCP:Flags=...A...., SrcPort=9063, DstPort=imap4 over TLS/SSL(993), PayloadLen=0, Seq=1372977107, Ack=1652759976, Win=339","{TCP:2, IPv4:1}"
100,2.4425879,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #98]Flags=...AP..., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=722, Seq=1652759976 - 1652760698, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
101,2.4427680,173.194.67.108,10.231.231.191,190 (0xBE),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:4, SSLVersionSelector:3, TCP:2, IPv4:1}"
102,2.4428642,10.231.231.191,173.194.67.108,,TCP,"TCP:Flags=...A...., SrcPort=9063, DstPort=imap4 over TLS/SSL(993), PayloadLen=0, Seq=1372977107, Ack=1652762084, Win=339","{TCP:2, IPv4:1}"
103,2.4429878,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #178]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652762084 - 1652763470, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
104,2.4432106,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #178]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652763470 - 1652764856, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
105,2.4433017,10.231.231.191,173.194.67.108,,TCP,"TCP:Flags=...A...., SrcPort=9063, DstPort=imap4 over TLS/SSL(993), PayloadLen=0, Seq=1372977107, Ack=1652764856, Win=339","{TCP:2, IPv4:1}"
106,2.4433911,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #178]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652764856 - 1652766242, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
107,2.4436139,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #178]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652766242 - 1652767628, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
108,2.4437465,10.231.231.191,173.194.67.108,,TCP,"TCP:Flags=...A...., SrcPort=9063, DstPort=imap4 over TLS/SSL(993), PayloadLen=0, Seq=1372977107, Ack=1652767628, Win=339","{TCP:2, IPv4:1}"
109,2.4437986,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #178]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652767628 - 1652769014, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
110,2.4439851,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #101]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652769014 - 1652770400, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
111,2.4440783,10.231.231.191,173.194.67.108,,TCP,"TCP:Flags=...A...., SrcPort=9063, DstPort=imap4 over TLS/SSL(993), PayloadLen=0, Seq=1372977107, Ack=1652770400, Win=339","{TCP:2, IPv4:1}"
112,2.4441993,173.194.67.108,10.231.231.191,190 (0xBE),TCP,"TCP:[Continuation to #101]Flags=...A...., SrcPort=imap4 over TLS/SSL(993), DstPort=9063, PayloadLen=1386, Seq=1652770400 - 1652771786, Ack=1372977107, Win=184","{TCP:2, IPv4:1}"
113,2.4445992,[24DEC6 11F962],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
114,2.4447587,[24DEC6 11F960],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
115,2.4500616,[24DEC6 11FB02],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
116,2.4502126,[24DEC6 11FB00],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
117,2.4504487,[24DEC6 11FB01],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
118,2.4579305,[WESTERN DIGITAL 130BA6],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = UXRD, Channel = 11",
119,2.4836890,10.231.231.191,173.194.67.108,,TCP,"TCP:Flags=...A...., SrcPort=9063, DstPort=imap4 over TLS/SSL(993), PayloadLen=0, Seq=1372977107, Ack=1652771786, Win=339","{TCP:2, IPv4:1}"
120,2.5088778,[24DEC6 11EBA2],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
121,2.5090083,[24DEC6 11EBA0],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
122,2.5092452,[24DEC6 11EBA1],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
123,2.5198245,[24DEC6 11ECE0],[*BROADCAST],190 (0xBE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 190 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
124,2.5200469,[24DEC6 11ECE1],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
125,2.5202338,[24DEC6 11ECE2],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 11",
126,2.5343866,[E8CC32 01B44A],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = FCAP714045331_1209, Channel = 11",
127,2.5912749,[24DEC6 11FDA1],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 1",
128,2.6523154,[24DEC6 11EF62],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = tamulink-guest, Channel = 6",
129,2.6524745,[24DEC6 11EF60],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
130,2.6527178,[24DEC6 11EF61],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
131,2.6548432,10.231.231.191,191.232.80.62,,TCP,"TCP:Flags=...A...F, SrcPort=9056, DstPort=HTTPS(443), PayloadLen=0, Seq=2593686392, Ack=440067414, Win=68","{TCP:6, IPv4:5}"
