Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,"This data was collected in front of Room 167, in the middle of the hallway on the floor with the screen of the laptop facing toward the main entrance of Weisenbaker"
131,11.8256105,[24DEC6 11ECE1],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 183 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
132,11.9279140,[24DEC6 11ECE1],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 183 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
133,12.0303168,[24DEC6 11ECE1],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 183 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
134,12.1327859,[24DEC6 11ECE1],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 183 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
135,12.2351968,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
136,12.3375658,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
137,12.4399938,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
138,12.5423020,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
139,12.6447882,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
140,12.7471371,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
141,12.8495296,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
142,12.9519833,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
143,13.0542975,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
144,13.1543897,[3C2EF9 E3E53C],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
145,13.1567683,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
146,13.2591138,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
147,13.3615798,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
148,13.4639531,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
149,13.5662011,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
150,13.6685940,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
151,13.7711610,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
152,13.8735681,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
153,13.9759538,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
154,14.0781778,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
155,14.1806477,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
156,14.2809537,[3871DE 560323],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
157,14.2830800,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
158,14.3855460,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
159,14.4879001,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
160,14.5901493,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
161,14.6927189,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
162,14.7951700,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
163,14.8974676,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
164,14.9998062,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
165,15.1021671,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
166,15.2047482,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
167,15.3034355,[66DE66 EA4B88],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
168,15.4094725,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
169,15.5084771,[5AAF2B 0DB734],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 9",
170,15.5118658,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
171,15.6141831,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
172,15.7165820,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
173,15.8190117,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
174,15.9207072,[5AC46E 9045A8],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
175,15.9213457,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
176,16.0240003,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
177,16.1261974,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
178,16.2285844,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
179,16.3309392,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
180,16.4313701,[F430B9 07F463],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 9",
181,16.4334284,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
182,16.5358479,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
183,16.6382690,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
184,16.7406141,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
185,16.9453709,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
186,17.0477168,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
187,17.1502538,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
188,17.2526057,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
189,17.3549059,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
190,17.4573219,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
191,17.5598795,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
192,17.6621343,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
193,17.7645640,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
194,17.8670198,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
195,17.9694004,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
196,18.0717287,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
197,18.1742025,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
198,18.2765694,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
199,18.3790256,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
200,18.5836905,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
201,18.6861882,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
202,18.7887043,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
203,18.8909403,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
204,18.9932930,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
205,19.0957202,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
206,19.1981888,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
207,19.3006014,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
208,19.4030837,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
209,19.6076926,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
210,19.8300345,[648099 9E0B29],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID",
211,19.9149698,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
212,20.0173909,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
213,20.1197279,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
214,20.2221046,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
215,20.3244595,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
216,20.4270218,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
217,20.5293788,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
218,20.6317807,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
219,20.7342720,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
220,20.8341721,[F04F7C 1B02BC],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID",
221,20.8366688,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
222,20.9562637,[F04F7C 1B02BC],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID",
223,21.1438622,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
224,21.2462333,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
225,21.3486643,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
226,21.7581719,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
227,21.8569392,[3871DE 560323],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
228,21.8606500,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
229,21.9630570,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
230,22.0652892,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
231,22.1022569,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:5, UDP:4, IPv4:27}"
232,22.1678514,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
233,22.3725779,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
234,22.5772744,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
235,22.6797589,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
236,22.7823934,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
237,22.8845875,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
238,22.9869749,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
239,23.0892750,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
240,23.1030506,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:5, UDP:4, IPv4:27}"
241,23.1917479,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
242,23.2941610,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
243,23.3955100,[662911 FCD139],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 10",
244,23.3968447,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
245,23.4931030,[8CF5A3 F1E075],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
246,23.4990273,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
247,23.7037203,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
248,23.8060333,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
249,23.9207171,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
250,24.0110001,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
251,24.1038927,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:5, UDP:4, IPv4:27}"
252,24.1133186,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
253,24.2158202,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
254,24.3181490,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
255,24.4206108,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
256,24.5229691,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
257,24.6252577,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
258,24.7234741,[7A63C3 6214A7],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = ZXX78, Channel = 11",
259,24.7242029,[7A63C3 6214A7],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = NotYourAverageWiFi, Channel = 11",
260,24.7249282,[7A63C3 6214A7],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = DaCribUniversity, Channel = 11",
261,24.8301902,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
262,24.9325319,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
263,25.1052945,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:5, UDP:4, IPv4:27}"
264,25.1372164,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
