Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,
1,0.0005636,,,,NetmonFilter,NetmonFilter:Updated Capture Filter: None,
2,0.0005636,,,,NetworkInfoEx,"NetworkInfoEx:Network info for , Network Adapter Count = 1",
3,0.0005636,[24DEC6 11FCE1],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 183 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
4,0.0015211,[8C8590 A1B0F4],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 183 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
5,0.0135096,64.233.180.188,10.231.231.191,183 (0xB7),TCP,"TCP:Flags=...A..S., SrcPort=5228, DstPort=3374, PayloadLen=0, Seq=908472623, Ack=3563802606, Win=42780 ( Negotiated scale factor 0x8 ) = 42780","{TCP:1, IPv4:2}"
6,0.0137666,10.231.231.191,64.233.180.188,,TCP,"TCP:Flags=...A...., SrcPort=3374, DstPort=5228, PayloadLen=0, Seq=3563802606, Ack=908472624, Win=68","{TCP:1, IPv4:2}"
7,0.0245533,[8C8590 A1B0F4],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 183 dBm, Rate = Unknown, SSID = suddenlink.net-0E20, Channel = 6",
8,0.0255549,[8C8590 A1B0F4],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 183 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
9,0.0366654,[8C8590 A1B0F4],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 183 dBm, Rate = Unknown, SSID = suddenlink.net-0E20, Channel = 6",
10,0.0380903,[8C8590 A1B0F4],[*BROADCAST],183 (0xB7),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 183 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
11,0.0605858,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0xB65B, Standard, Query  for tetebxkjxr of type Host Addr on class Internet","{UDP:2, IPv6:3}"
12,0.0605858,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0xC104, Standard, Query  for maznfvpd of type Host Addr on class Internet","{UDP:3, IPv6:3}"
13,0.0606303,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0x66CD, Standard, Query  for uxbxziaty of type Host Addr on class Internet","{UDP:4, IPv6:3}"
14,0.0608120,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0xC104, Standard, Query  for maznfvpd of type Host Addr on class Internet","{UDP:5, IPv4:5}"
15,0.0608437,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0x66CD, Standard, Query  for uxbxziaty of type Host Addr on class Internet","{UDP:6, IPv4:5}"
16,0.0609010,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0xB65B, Standard, Query  for tetebxkjxr of type Host Addr on class Internet","{UDP:7, IPv4:5}"
17,0.1008525,[24DEC6 11FCE1],[*BROADCAST],182 (0xB6),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 182 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
18,0.1453880,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for WPAD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
19,0.1465222,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for WPAD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
20,0.1590559,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:9, UDP:8, IPv4:27}"
21,0.1996296,[24DEC6 11FCE1],[*BROADCAST],182 (0xB6),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 182 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
22,0.3993174,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for MAZNFVPD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
23,0.3995560,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for UXBXZIATY  <0x00> Workstation Service,"{UDP:2, IPv4:1}"
24,0.3997207,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for TETEBXKJXR   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
25,0.4043505,[24DEC6 11FCE1],[*BROADCAST],182 (0xB6),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 182 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
26,0.5086632,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:2,,DHCPV6,DHCPV6:MessageType = SOLICIT,"{UDP:3, IPv6:2}"
27,0.6090966,[24DEC6 11FCE1],[*BROADCAST],182 (0xB6),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 182 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
28,0.9164490,[24DEC6 11FCE1],[*BROADCAST],182 (0xB6),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 182 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
29,1.0187547,[24DEC6 11FCE1],[*BROADCAST],182 (0xB6),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 182 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
