Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,
16,0.9088107,[24DEC6 11ECE0],[*BROADCAST],191 (0xBF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 191 dBm, Rate = Unknown, SSID = eduroam, Channel = 11",
17,0.9316154,52.52.71.163,10.231.231.191,190 (0xBE),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:3, SSLVersionSelector:2, TCP:1, IPv4:25}"
18,0.9318814,52.52.71.163,10.231.231.191,190 (0xBE),TCP,"TCP:[ReTransmit #17]Flags=...AP..., SrcPort=HTTPS(443), DstPort=13628, PayloadLen=31, Seq=3202065154 - 3202065185, Ack=3500872673, Win=157","{TCP:1, IPv4:25}"
19,0.9320059,10.231.231.191,52.52.71.163,,TCP,"TCP:Flags=...A...., SrcPort=13628, DstPort=HTTPS(443), PayloadLen=0, Seq=3500872673, Ack=3202065185, Win=68","{TCP:1, IPv4:25}"
20,0.9323835,10.231.231.191,52.52.71.163,,TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:3, SSLVersionSelector:2, TCP:1, IPv4:25}"
21,0.9325314,10.231.231.191,52.52.71.163,,TCP,"TCP:Flags=...A...F, SrcPort=13628, DstPort=HTTPS(443), PayloadLen=0, Seq=3500872704, Ack=3202065185, Win=68","{TCP:1, IPv4:25}"
22,0.9618630,64.233.169.125,10.231.231.191,190 (0xBE),TCP,"TCP:[Segment Lost]Flags=...A...., SrcPort=5222, DstPort=8987, PayloadLen=0, Seq=3794013516, Ack=361943374, Win=206","{TCP:35, IPv4:34}"
23,0.9620841,64.233.169.125,10.231.231.191,190 (0xBE),TCP,"TCP:[Dup Ack #22]Flags=...A...., SrcPort=5222, DstPort=8987, PayloadLen=0, Seq=3794013516, Ack=361943374, Win=206","{TCP:35, IPv4:34}"
24,0.9623651,64.233.169.125,10.231.231.191,189 (0xBD),TCP,"TCP:[Dup Ack #22]Flags=...A...., SrcPort=5222, DstPort=8987, PayloadLen=0, Seq=3794013516, Ack=361943374, Win=206","{TCP:35, IPv4:34}"
25,0.9625485,64.233.169.125,10.231.231.191,189 (0xBD),TCP,"TCP:[Request Fast-Retransmit from Seq361943374]Flags=...A...., SrcPort=5222, DstPort=8987, PayloadLen=0, Seq=3794013516, Ack=361943374, Win=206","{TCP:35, IPv4:34}"
26,1.0011807,52.52.71.163,10.231.231.191,189 (0xBD),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=13628, PayloadLen=0, Seq=3202065185, Ack=3500872704, Win=157","{TCP:1, IPv4:25}"
27,1.0014292,10.231.231.191,52.52.71.163,,TCP,"TCP:Flags=...A...., SrcPort=13628, DstPort=HTTPS(443), PayloadLen=0, Seq=3500872705, Ack=3202065186, Win=68","{TCP:1, IPv4:25}"
28,1.0016734,52.52.71.163,10.231.231.191,189 (0xBD),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=13628, PayloadLen=0, Seq=3202065186, Ack=3500872705, Win=157","{TCP:4, IPv4:25}"
29,1.3186806,[24DEC6 11ECE1],[*BROADCAST],189 (0xBD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 189 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
30,1.9723350,10.231.231.191,23.46.48.118,,TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:8, SSLVersionSelector:7, TCP:6, IPv4:5}"
31,1.9723350,10.231.231.191,23.46.48.118,,TCP,"TCP:[Continuation to #30]Flags=...AP..., SrcPort=13629, DstPort=HTTPS(443), PayloadLen=1355, Seq=3036547206 - 3036548561, Ack=404165730, Win=1024","{TCP:6, IPv4:5}"
32,1.9733246,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=......S., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701155352, Ack=0, Win=65535 ( Negotiating scale factor 0x8 ) = 65535","{TCP:9, IPv4:5}"
33,1.9793742,23.46.48.118,10.231.231.191,189 (0xBD),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=13629, PayloadLen=0, Seq=404165730, Ack=3036547206, Win=1293","{TCP:6, IPv4:5}"
34,1.9798758,23.46.48.118,10.231.231.191,189 (0xBD),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=13629, PayloadLen=0, Seq=404165730, Ack=3036548561, Win=1380","{TCP:6, IPv4:5}"
35,1.9819358,23.46.48.118,10.231.231.191,188 (0xBC),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:8, SSLVersionSelector:7, TCP:6, IPv4:5}"
36,1.9822194,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13629, DstPort=HTTPS(443), PayloadLen=0, Seq=3036548561, Ack=404167116, Win=1024","{TCP:6, IPv4:5}"
37,1.9832906,23.46.48.118,10.231.231.191,188 (0xBC),TCP,"TCP:[Continuation to #35]Flags=...AP..., SrcPort=HTTPS(443), DstPort=13629, PayloadLen=521, Seq=404167116 - 404167637, Ack=3036548561, Win=1380","{TCP:6, IPv4:5}"
38,1.9835545,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13629, DstPort=HTTPS(443), PayloadLen=0, Seq=3036548561, Ack=404167637, Win=1021","{TCP:6, IPv4:5}"
39,1.9891375,23.46.48.118,10.231.231.191,188 (0xBC),TCP,"TCP:Flags=...A..S., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=0, Seq=406131741, Ack=2701155353, Win=29200 ( Negotiated scale factor 0x5 ) = 934400","{TCP:9, IPv4:5}"
40,1.9894040,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701155353, Ack=406131742, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
41,1.9903516,10.231.231.191,23.46.48.118,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Hello.,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
42,1.9962302,23.46.48.118,10.231.231.191,188 (0xBC),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=0, Seq=406131742, Ack=2701155783, Win=946 (scale factor 0x5) = 30272","{TCP:9, IPv4:5}"
43,1.9978737,23.46.48.118,10.231.231.191,187 (0xBB),TLS,TLS:TLS Rec Layer-1 HandShake: Server Hello.; TLS Rec Layer-2 Cipher Change Spec; TLS Rec Layer-3 HandShake: Encrypted Handshake Message.,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
44,1.9981593,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701155783, Ack=406131862, Win=1023 (scale factor 0x8) = 261888","{TCP:9, IPv4:5}"
45,1.9991802,10.231.231.191,23.46.48.118,,TLS,TLS:TLS Rec Layer-1 Cipher Change Spec; TLS Rec Layer-2 HandShake: Encrypted Handshake Message.,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
46,2.0018992,10.231.231.191,23.46.48.118,,TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
47,2.0083692,23.46.48.118,10.231.231.191,187 (0xBB),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=0, Seq=406131862, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TCP:9, IPv4:5}"
48,2.0115864,23.46.48.118,10.231.231.191,186 (0xBA),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
49,2.0118661,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701156921, Ack=406133248, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
50,2.0448772,23.46.48.118,10.231.231.191,186 (0xBA),TCP,"TCP:[Continuation to #48]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406134634 - 406136020, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
51,2.0448772,23.46.48.118,10.231.231.191,186 (0xBA),TCP,"TCP:[Continuation to #50]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406136020 - 406137406, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TCP:9, IPv4:5}"
52,2.0448772,23.46.48.118,10.231.231.191,186 (0xBA),TCP,"TCP:[Continuation to #50]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406137406 - 406138792, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TCP:9, IPv4:5}"
53,2.0448772,23.46.48.118,10.231.231.191,186 (0xBA),TCP,"TCP:[Continuation to #50]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406138792 - 406140178, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TCP:9, IPv4:5}"
54,2.0450111,10.231.231.191,23.46.48.118,,TCP,"TCP:[Dup Ack #49]Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701156921, Ack=406133248, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
55,2.0529680,23.46.48.118,10.231.231.191,186 (0xBA),TCP,"TCP:[Continuation to #50]Flags=...AP..., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=536, Seq=406141564 - 406142100, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
56,2.0529680,23.46.48.118,10.231.231.191,186 (0xBA),TCP,"TCP:[Continuation to #48]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406133248 - 406134634, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TCP:9, IPv4:5}"
57,2.0530587,10.231.231.191,23.46.48.118,,TCP,"TCP:[Dup Ack #49]Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701156921, Ack=406133248, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
58,2.0532802,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701156921, Ack=406140178, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
59,2.0668711,23.46.48.118,10.231.231.191,185 (0xB9),TCP,"TCP:[Continuation to #50]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406140178 - 406141564, Ack=2701156921, Win=1014 (scale factor 0x5) = 32448","{TCP:9, IPv4:5}"
60,2.0670169,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701156921, Ack=406142100, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
61,2.0921365,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 9",
62,2.1157708,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 10",
63,2.1339718,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 10",
64,2.1378237,[24DEC6 11ECE1],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
65,2.1464110,[543530 3C2B43],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = UXRD",
66,2.1587706,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
67,2.1776161,[543530 3C2B43],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = UXRD",
68,2.1841635,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
69,2.4471724,[543530 3C2B43],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = UXRD",
70,2.9689347,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 9",
71,2.9891846,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 9",
72,3.0154977,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 10",
73,3.0549160,[42BCAE FF2863],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 10",
74,3.0593315,[24DEC6 11ECE1],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
75,3.0735502,[7C11CB 6BB4BB],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
76,3.0976827,[42BCAE FF2863],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
77,3.1617685,[24DEC6 11ECE1],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
78,3.3666591,[24DEC6 11ECE1],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
79,3.4690551,[24DEC6 11ECE1],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
80,3.4893631,[E8B1FC F5F57D],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = UXRD",
81,3.5172928,[E8B1FC F5F57D],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = UXRD",
82,4.1399726,[F430B9 07F463],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 9",
83,4.1500495,[F430B9 07F463],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 9",
84,4.1620345,[F430B9 07F463],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 10",
85,4.1721981,[F430B9 07F463],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 10",
86,4.1842422,[F430B9 07F463],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
87,4.1944242,[F430B9 07F463],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
88,4.5953804,[24DEC6 11ECE1],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
89,4.6971289,[D0C5F3 665FAD],[*BROADCAST],185 (0xB9),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 185 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
90,4.6977836,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
91,4.7066737,[D0C5F3 665FAD],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
92,4.8002352,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
93,5.0050129,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
94,5.4146459,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
95,5.7217965,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
96,5.8241612,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
97,5.9265896,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
98,6.0289710,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
99,6.1313007,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
100,6.2338253,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
101,6.3362084,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
102,6.3681187,[8C8590 BD815F],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = Haineko_5G, Channel = 9",
103,6.3691169,[8C8590 BD815F],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 9",
104,6.4117275,[8C8590 BD815F],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = Haineko_5G, Channel = 9",
105,6.4126958,[8C8590 BD815F],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 9",
106,6.4385920,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
107,6.5721212,[8C8590 BD815F],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = Haineko_5G, Channel = 11",
108,6.5730966,[8C8590 BD815F],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
109,6.6434351,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
110,6.8466832,[80000B C94267],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID",
111,6.8476120,[80000B C94267],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa",
112,7.3400714,[60D819 7F1AF1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID",
113,7.3900985,[60D819 7F1AF1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 184 dBm, Rate = Unknown, SSID = BroadCast SSID",
114,7.5075372,10.231.231.191,23.46.48.118,,TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
115,7.5075372,10.231.231.191,23.46.48.118,,TCP,"TCP:[Continuation to #114]Flags=...AP..., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=1368, Seq=2701158307 - 2701159675, Ack=406142100, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
116,7.5205665,23.46.48.118,10.231.231.191,184 (0xB8),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=0, Seq=406142100, Ack=2701159675, Win=1188 (scale factor 0x5) = 38016","{TCP:9, IPv4:5}"
117,7.5271994,23.46.48.118,10.231.231.191,184 (0xB8),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
118,7.5274616,10.231.231.191,23.46.48.118,,TCP,"TCP:Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701159675, Ack=406143486, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
119,7.5617274,23.46.48.118,10.231.231.191,184 (0xB8),TCP,"TCP:[Continuation to #117]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406146258 - 406147644, Ack=2701159675, Win=1188 (scale factor 0x5) = 38016","{TLS:11, SSLVersionSelector:10, TCP:9, IPv4:5}"
120,7.5617274,23.46.48.118,10.231.231.191,184 (0xB8),TCP,"TCP:[Continuation to #119]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406147644 - 406149030, Ack=2701159675, Win=1188 (scale factor 0x5) = 38016","{TCP:9, IPv4:5}"
121,7.5617274,23.46.48.118,10.231.231.191,184 (0xB8),TCP,"TCP:[Continuation to #119]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406149030 - 406150416, Ack=2701159675, Win=1188 (scale factor 0x5) = 38016","{TCP:9, IPv4:5}"
122,7.5617274,23.46.48.118,10.231.231.191,184 (0xB8),TCP,"TCP:[Continuation to #119]Flags=...A...., SrcPort=HTTPS(443), DstPort=13630, PayloadLen=1386, Seq=406150416 - 406151802, Ack=2701159675, Win=1188 (scale factor 0x5) = 38016","{TCP:9, IPv4:5}"
123,7.5618391,10.231.231.191,23.46.48.118,,TCP,"TCP:[Dup Ack #118]Flags=...A...., SrcPort=13630, DstPort=HTTPS(443), PayloadLen=0, Seq=2701159675, Ack=406143486, Win=1024 (scale factor 0x8) = 262144","{TCP:9, IPv4:5}"
124,7.7698341,[24DEC6 11ECE1],[*BROADCAST],184 (0xB8),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 184 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
