"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"29","0.029666","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"30","0.029771","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"31","0.029872","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-83 dBm"
"55","0.082094","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2462, FN=0, Flags=........C, BI=100, SSID=eduroam","-64 dBm"
"56","0.082158","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2462, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-64 dBm"
"57","0.082350","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2462, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-64 dBm"
"81","0.132150","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2478, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"82","0.132254","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2478, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"83","0.132359","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2478, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"100","0.184716","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2463, FN=0, Flags=........C, BI=100, SSID=eduroam","-63 dBm"
"101","0.184815","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2463, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-63 dBm"
"102","0.185030","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2463, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-63 dBm"
"128","0.234540","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2479, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"129","0.234608","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2479, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"130","0.234711","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2479, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"156","0.287074","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2464, FN=0, Flags=........C, BI=100, SSID=eduroam","-60 dBm"
"157","0.287174","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2464, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-60 dBm"
"158","0.287388","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2464, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-62 dBm"
"193","0.336963","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2480, FN=0, Flags=........C, BI=100, SSID=eduroam","-88 dBm"
"194","0.337068","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2480, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-88 dBm"
"195","0.337173","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2480, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"219","0.389379","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2465, FN=0, Flags=........C, BI=100, SSID=eduroam","-60 dBm"
"220","0.389507","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2465, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-60 dBm"
"221","0.389730","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2465, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-60 dBm"
"244","0.439388","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2481, FN=0, Flags=........C, BI=100, SSID=eduroam","-90 dBm"
"245","0.439493","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2481, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-89 dBm"
"246","0.439597","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2481, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-88 dBm"
"270","0.491518","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2466, FN=0, Flags=........C, BI=100, SSID=eduroam","-65 dBm"
"271","0.491624","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2466, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-65 dBm"
"272","0.491840","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2466, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-65 dBm"
"309","0.541596","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2482, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"310","0.541697","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2482, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-88 dBm"
"311","0.541806","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2482, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"329","0.594257","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2467, FN=0, Flags=........C, BI=100, SSID=eduroam","-64 dBm"
"330","0.594356","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2467, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-64 dBm"
"331","0.594581","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2467, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-64 dBm"
"361","0.644115","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2483, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"362","0.644220","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2483, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"363","0.644324","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2483, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-86 dBm"
"385","0.696481","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2468, FN=0, Flags=........C, BI=100, SSID=eduroam","-65 dBm"
"386","0.696585","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2468, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-65 dBm"
"387","0.696784","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2468, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-65 dBm"
"428","0.746584","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2484, FN=0, Flags=........C, BI=100, SSID=eduroam","-88 dBm"
"429","0.746753","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2484, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"430","0.746814","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2484, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"458","0.799063","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2469, FN=0, Flags=........C, BI=100, SSID=eduroam","-64 dBm"
"459","0.799134","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2469, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-65 dBm"
"460","0.799351","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2469, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-65 dBm"
"497","0.848885","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2485, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"498","0.848984","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2485, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"499","0.849089","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2485, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-86 dBm"
"516","0.901318","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2470, FN=0, Flags=........C, BI=100, SSID=eduroam","-59 dBm"
"517","0.901386","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2470, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-59 dBm"
"518","0.901583","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2470, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-59 dBm"
"530","0.951178","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2486, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"531","0.951282","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2486, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-85 dBm"
"532","0.951389","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2486, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"586","0.991596","4a:d0:39:6f:05:b2","fb:38:2d:22:27:2b","802.11","962","Beacon frame, SN=2356, FN=0, Flags=op.P.....","-87 dBm"
"612","1.003763","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2471, FN=0, Flags=........C, BI=100, SSID=eduroam","-65 dBm"
"613","1.003868","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2471, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-65 dBm"
"614","1.004031","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2471, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-65 dBm"
"651","1.053538","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2487, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"652","1.053605","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2487, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"653","1.053706","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2487, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-86 dBm"
"677","1.105986","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2472, FN=0, Flags=........C, BI=100, SSID=eduroam","-63 dBm"
"678","1.106046","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2472, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-63 dBm"
"679","1.106194","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2472, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-63 dBm"
"699","1.156079","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2488, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"700","1.156147","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2488, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-87 dBm"
"701","1.156253","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2488, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"721","1.208544","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2473, FN=0, Flags=........C, BI=100, SSID=eduroam","-67 dBm"
"722","1.208649","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2473, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-67 dBm"
"723","1.208810","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2473, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-67 dBm"
"762","1.258327","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2489, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"763","1.258427","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2489, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"764","1.258574","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2489, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-88 dBm"
"788","1.310894","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2474, FN=0, Flags=........C, BI=100, SSID=eduroam","-65 dBm"
"789","1.310961","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2474, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-65 dBm"
"790","1.311157","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2474, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-65 dBm"
"807","1.360839","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2490, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"808","1.360907","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2490, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"809","1.361009","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=1674, FN=4, Flags=........., BI=25893, SSID=Broadcast[Malformed Packet]","-87 dBm"
"844","1.413199","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2475, FN=0, Flags=........C, BI=100, SSID=eduroam","-63 dBm"
"845","1.413303","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2475, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-63 dBm"
"846","1.413463","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2475, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-63 dBm"
"870","1.463250","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2491, FN=0, Flags=........., BI=100, SSID=eduroam[Malformed Packet]","-87 dBm"
"872","1.463414","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2491, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"907","1.515592","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2476, FN=0, Flags=........C, BI=100, SSID=eduroam","-63 dBm"
"908","1.515697","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2476, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-63 dBm"
"909","1.515856","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2476, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-63 dBm"
"945","1.565500","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2492, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"946","1.565598","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2492, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"947","1.565700","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2492, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-86 dBm"
"964","1.618077","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=eduroam","-63 dBm"
"965","1.618145","ArubaNet_11:ef:71","Broadcast","802.11","238","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-63 dBm"
"966","1.618346","ArubaNet_11:ef:72","Broadcast","802.11","239","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-63 dBm"
"995","1.668058","ArubaNet_11:fc:f0","Broadcast","802.11","232","Beacon frame, SN=2493, FN=0, Flags=........C, BI=100, SSID=eduroam","-86 dBm"
"996","1.668125","ArubaNet_11:fc:f1","Broadcast","802.11","237","Beacon frame, SN=2493, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"997","1.668230","ArubaNet_11:fc:f2","Broadcast","802.11","239","Beacon frame, SN=2493, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-87 dBm"
"1027","1.720441","ArubaNet_11:ef:70","Broadcast","802.11","232","Beacon frame, SN=2478, FN=0, Flags=........C, BI=100, SSID=eduroam","-64 dBm"
"1028","1.720509","ArubaNet_11:ef:71","Broadcast","802.11","237","Beacon frame, SN=2478, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-64 dBm"
