"No.","Time","Source","Destination","Protocol","Length","Info","RSSI"
"2","0.029725","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3490, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"3","0.029833","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3490, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"4","0.030158","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3490, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"7","0.035774","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=3345, FN=0, Flags=........C, BI=100, SSID=eduroam","-75 dBm"
"8","0.035921","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=3345, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-76 dBm"
"9","0.037263","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=3345, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-75 dBm"
"14","0.054035","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3484, FN=0, Flags=........C, BI=100, SSID=eduroam","-75 dBm"
"15","0.054150","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3484, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-75 dBm"
"16","0.054470","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3484, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-75 dBm"
"186","0.240477","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=3347, FN=0, Flags=........C, BI=100, SSID=eduroam","-70 dBm"
"187","0.240595","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=3347, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-70 dBm"
"188","0.240876","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=3347, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-70 dBm"
"191","0.258999","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3486, FN=0, Flags=........C, BI=100, SSID=eduroam","-77 dBm"
"192","0.259099","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3486, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-77 dBm"
"193","0.259323","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3486, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-77 dBm"
"201","0.321777","ArubaNet_11:fc:f0","Broadcast","802.11","231","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=eduroam","-63 dBm"
"205","0.381113","ArubaNet_11:ea:c1","Broadcast","802.11","234","Beacon frame, SN=3497, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"206","0.381354","ArubaNet_11:ea:c2","Broadcast","802.11","236","Beacon frame, SN=3497, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-80 dBm"
"214","0.416467","Netgear_71:af:4b","Broadcast","802.11","320","Beacon frame, SN=2329, FN=0, Flags=........., BI=100, SSID=DZT[Malformed Packet]","-74 dBm"
"221","0.439216","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"222","0.439318","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-84 dBm"
"223","0.439558","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-84 dBm"
"224","0.442055","ArubaNet_11:fa:d0","Broadcast","802.11","232","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=eduroam","-87 dBm"
"225","0.445356","ArubaNet_11:ec:f0","Broadcast","802.11","232","Beacon frame, SN=3349, FN=0, Flags=........C, BI=100, SSID=eduroam","-71 dBm"
"226","0.445479","ArubaNet_11:ec:f1","Broadcast","802.11","237","Beacon frame, SN=3349, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-71 dBm"
"227","0.445917","ArubaNet_11:ec:f2","Broadcast","802.11","239","Beacon frame, SN=3349, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-71 dBm"
"231","0.463788","ArubaNet_11:f9:70","Broadcast","802.11","232","Beacon frame, SN=3488, FN=0, Flags=........C, BI=100, SSID=eduroam","-79 dBm"
"232","0.463889","ArubaNet_11:f9:71","Broadcast","802.11","237","Beacon frame, SN=3488, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-79 dBm"
"233","0.464113","ArubaNet_11:f9:72","Broadcast","802.11","239","Beacon frame, SN=3488, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-79 dBm"
"242","0.583343","ArubaNet_11:fc:e1","Broadcast","802.11","233","Beacon frame, SN=3491, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-59 dBm"
"243","0.583412","ArubaNet_11:fc:e2","Broadcast","802.11","235","Beacon frame, SN=3491, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-59 dBm"
"256","0.643971","ArubaNet_11:eb:b0","Broadcast","802.11","232","Beacon frame, SN=3496, FN=0, Flags=........C, BI=100, SSID=eduroam","-85 dBm"
"257","0.644207","ArubaNet_11:eb:b1","Broadcast","802.11","237","Beacon frame, SN=3496, FN=0, Flags=........C, BI=100, SSID=tamulink-wpa","-86 dBm"
"258","0.644401","ArubaNet_11:eb:b2","Broadcast","802.11","239","Beacon frame, SN=3496, FN=0, Flags=........C, BI=100, SSID=tamulink-guest","-86 dBm"
